enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K02825	Cna_MSK071	Cna_MSK071	923	c_000000000004	None	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	None
K20460	Cna_MSK071	Cna_MSK071	997	c_000000000004	None	lantibiotic transport system permease protein	None
K02945	Cna_MSK071	Cna_MSK071	1174	c_000000000005	None	small subunit ribosomal protein S1	None
K05596	Cna_MSK071	Cna_MSK071	1116	c_000000000005	None	LysR family transcriptional regulator, arginine and lysine transport system/DNA replication regulator	None
K05592	Cna_MSK071	Cna_MSK071	1029	c_000000000005	None	ATP-dependent RNA helicase DeaD [EC:5.6.2.7]	None
K02028	Cna_MSK071	Cna_MSK071	1162	c_000000000005	None	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	None
K02835	Cna_MSK071	Cna_MSK071	1068	c_000000000005	None	peptide chain release factor 1	None
K07030	Cna_MSK071	Cna_MSK071	1155	c_000000000005	None	fatty acid kinase [EC:2.7.2.18]	None
K03929	Cna_MSK071	Cna_MSK071	1011	c_000000000005	None	para-nitrobenzyl esterase [EC:3.1.1.-]	None
K08316	Cna_MSK071	Cna_MSK071	1158	c_000000000005	None	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	None
K20459	Cna_MSK071	Cna_MSK071	998	c_000000000004	None	lantibiotic transport system ATP-binding protein	None
K02029	Cna_MSK071	Cna_MSK071	1163	c_000000000005	None	polar amino acid transport system permease protein	None
K11928	Cna_MSK071	Cna_MSK071	1034	c_000000000005	None	sodium/proline symporter	None
K03684	Cna_MSK071	Cna_MSK071	985	c_000000000004	None	ribonuclease D [EC:3.1.13.5]	None
K18701	Cna_MSK071	Cna_MSK071	1515	c_000000000007	None	arsenate-mycothiol transferase [EC:2.8.4.2]	None
K18701	Cna_MSK071	Cna_MSK071	1085	c_000000000005	None	arsenate-mycothiol transferase [EC:2.8.4.2]	None
K03453	Cna_MSK071	Cna_MSK071	1109	c_000000000005	None	bile acid:Na+ symporter, BASS family	None
K02361	Cna_MSK071	Cna_MSK071	1132	c_000000000005	None	isochorismate synthase [EC:5.4.4.2]	None
K01872	Cna_MSK071	Cna_MSK071	939	c_000000000004	None	alanyl-tRNA synthetase [EC:6.1.1.7]	None
K21744	Cna_MSK071	Cna_MSK071	1045	c_000000000005	None	MerR family transcriptional regulator, thiopeptide resistance regulator	None
K22311	Cna_MSK071	Cna_MSK071	971	c_000000000004	None	phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]	None
K15733	Cna_MSK071	Cna_MSK071	975	c_000000000004	None	dye decolorizing peroxidase [EC:1.11.1.19]	None
K07082	Cna_MSK071	Cna_MSK071	937	c_000000000004	None	peptidoglycan lytic transglycosylase G [EC:4.2.2.29]	None
K02887	Cna_MSK071	Cna_MSK071	1190	c_000000000005	None	large subunit ribosomal protein L20	None
K07054	Cna_MSK071	Cna_MSK071	943	c_000000000004	None	uncharacterized protein	None
K07478	Cna_MSK071	Cna_MSK071	940	c_000000000004	None	putative ATPase	None
K18189	Cna_MSK071	Cna_MSK071	965	c_000000000004	None	translational activator of cytochrome c oxidase 1	None
K01426	Cna_MSK071	Cna_MSK071	1104	c_000000000005	None	amidase [EC:3.5.1.4]	None
K01426	Cna_MSK071	Cna_MSK071	435	c_000000000002	None	amidase [EC:3.5.1.4]	None
K03437	Cna_MSK071	Cna_MSK071	1192	c_000000000005	None	RNA methyltransferase, TrmH family	None
K03437	Cna_MSK071	Cna_MSK071	2314	c_000000000018	None	RNA methyltransferase, TrmH family	None
K07447	Cna_MSK071	Cna_MSK071	938	c_000000000004	None	putative pre-16S rRNA nuclease [EC:3.1.-.-]	None
K03625	Cna_MSK071	Cna_MSK071	928	c_000000000004	None	transcription antitermination protein NusB	None
K03547	Cna_MSK071	Cna_MSK071	1037	c_000000000005	None	DNA repair protein SbcD/Mre11	None
K01972	Cna_MSK071	Cna_MSK071	1101	c_000000000005	None	DNA ligase (NAD+) [EC:6.5.1.2]	None
K01421	Cna_MSK071	Cna_MSK071	1142	c_000000000005	None	putative membrane protein	None
K01421	Cna_MSK071	Cna_MSK071	1143	c_000000000005	None	putative membrane protein	None
K03550	Cna_MSK071	Cna_MSK071	963	c_000000000004	None	holliday junction DNA helicase RuvA	None
K03752	Cna_MSK071	Cna_MSK071	1062	c_000000000005	None	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	None
K00299	Cna_MSK071	Cna_MSK071	946	c_000000000004	None	FMN reductase [EC:1.5.1.38]	None
K03551	Cna_MSK071	Cna_MSK071	962	c_000000000004	None	holliday junction DNA helicase RuvB [EC:5.6.2.4]	None
K02864	Cna_MSK071	Cna_MSK071	1773	c_000000000009	None	large subunit ribosomal protein L10	None
K21688	Cna_MSK071	Cna_MSK071	1614	c_000000000008	None	resuscitation-promoting factor RpfB	None
K02904	Cna_MSK071	Cna_MSK071	1738	c_000000000009	None	large subunit ribosomal protein L29	None
K02279	Cna_MSK071	Cna_MSK071	1598	c_000000000008	None	pilus assembly protein CpaB	None
K02906	Cna_MSK071	Cna_MSK071	1746	c_000000000009	None	large subunit ribosomal protein L3	None
K02867	Cna_MSK071	Cna_MSK071	1779	c_000000000009	None	large subunit ribosomal protein L11	None
K07089	Cna_MSK071	Cna_MSK071	1517	c_000000000007	None	uncharacterized protein	None
K02907	Cna_MSK071	Cna_MSK071	1702	c_000000000009	None	large subunit ribosomal protein L30	None
K02913	Cna_MSK071	Cna_MSK071	1588	c_000000000008	None	large subunit ribosomal protein L33	None
K14393	Cna_MSK071	Cna_MSK071	1556	c_000000000008	None	cation/acetate symporter	None
K02283	Cna_MSK071	Cna_MSK071	1790	c_000000000010	None	pilus assembly protein CpaF [EC:7.4.2.8]	None
K02863	Cna_MSK071	Cna_MSK071	1778	c_000000000009	None	large subunit ribosomal protein L1	None
K03758	Cna_MSK071	Cna_MSK071	1662	c_000000000008	None	arginine:ornithine antiporter / lysine permease	None
K02876	Cna_MSK071	Cna_MSK071	1701	c_000000000009	None	large subunit ribosomal protein L15	None
K02902	Cna_MSK071	Cna_MSK071	1589	c_000000000008	None	large subunit ribosomal protein L28	None
K21498	Cna_MSK071	Cna_MSK071	1771	c_000000000009	None	antitoxin HigA-1	None
K16785	Cna_MSK071	Cna_MSK071	1765	c_000000000009	None	energy-coupling factor transport system permease protein	None
K02874	Cna_MSK071	Cna_MSK071	1726	c_000000000009	None	large subunit ribosomal protein L14	None
K14743	Cna_MSK071	Cna_MSK071	1685	c_000000000009	None	membrane-anchored mycosin MYCP [EC:3.4.21.-]	None
K00520	Cna_MSK071	Cna_MSK071	1524	c_000000000007	None	mercuric reductase [EC:1.16.1.1]	None
K02518	Cna_MSK071	Cna_MSK071	1693	c_000000000009	None	translation initiation factor IF-1	None
K05589	Cna_MSK071	Cna_MSK071	1669	c_000000000008	None	cell division protein FtsB	None
K05364	Cna_MSK071	Cna_MSK071	1533	c_000000000007	None	penicillin-binding protein A	None
K03073	Cna_MSK071	Cna_MSK071	1781	c_000000000009	None	preprotein translocase subunit SecE	None
K02379	Cna_MSK071	Cna_MSK071	1713	c_000000000009	None	FdhD protein	None
K18320	Cna_MSK071	Cna_MSK071	1522	c_000000000007	None	transposase, IS6 family	None
K06877	Cna_MSK071	Cna_MSK071	1796	c_000000000010	None	DEAD/DEAH box helicase domain-containing protein	None
K13936	Cna_MSK071	Cna_MSK071	1620	c_000000000008	None	malonate transporter and related proteins	None
K18917	Cna_MSK071	Cna_MSK071	1566	c_000000000008	None	mycoredoxin [EC:1.20.4.3]	None
K01934	Cna_MSK071	Cna_MSK071	1599	c_000000000008	None	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	None
K03892	Cna_MSK071	Cna_MSK071	1513	c_000000000007	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K03892	Cna_MSK071	Cna_MSK071	1518	c_000000000007	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K03892	Cna_MSK071	Cna_MSK071	1255	c_000000000006	None	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	None
K27501	Cna_MSK071	Cna_MSK071	1717	c_000000000009	None	putrescine N-hydroxylase [EC:1.14.13.252]	None
K02965	Cna_MSK071	Cna_MSK071	1742	c_000000000009	None	small subunit ribosomal protein S19	None
K07148	Cna_MSK071	Cna_MSK071	1801	c_000000000010	None	uncharacterized protein	None
K02810	Cna_MSK071	Cna_MSK071	1728	c_000000000009	None	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	None
K22468	Cna_MSK071	Cna_MSK071	1650	c_000000000008	None	polyphosphate kinase [EC:2.7.4.34]	None
K22468	Cna_MSK071	Cna_MSK071	173	c_000000000001	None	polyphosphate kinase [EC:2.7.4.34]	None
K02948	Cna_MSK071	Cna_MSK071	1691	c_000000000009	None	small subunit ribosomal protein S11	None
K13892	Cna_MSK071	Cna_MSK071	1758	c_000000000009	None	glutathione transport system ATP-binding protein	None
K02961	Cna_MSK071	Cna_MSK071	1737	c_000000000009	None	small subunit ribosomal protein S17	None
K02963	Cna_MSK071	Cna_MSK071	1586	c_000000000008	None	small subunit ribosomal protein S18	None
K03499	Cna_MSK071	Cna_MSK071	1638	c_000000000008	None	trk/ktr system potassium uptake protein	None
K13891	Cna_MSK071	Cna_MSK071	1757	c_000000000009	None	glutathione transport system permease protein	None
K00153	Cna_MSK071	Cna_MSK071	1806	c_000000000010	None	S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	None
K05995	Cna_MSK071	Cna_MSK071	1565	c_000000000008	None	dipeptidase E [EC:3.4.13.21]	None
K02988	Cna_MSK071	Cna_MSK071	1703	c_000000000009	None	small subunit ribosomal protein S5	None
K20491	Cna_MSK071	Cna_MSK071	1646	c_000000000008	None	lantibiotic transport system permease protein	None
K03076	Cna_MSK071	Cna_MSK071	1697	c_000000000009	None	preprotein translocase subunit SecY	None
K02341	Cna_MSK071	Cna_MSK071	1803	c_000000000010	None	DNA polymerase III subunit delta' [EC:2.7.7.7]	None
K02355	Cna_MSK071	Cna_MSK071	1761	c_000000000009	None	elongation factor G	None
K20490	Cna_MSK071	Cna_MSK071	1647	c_000000000008	None	lantibiotic transport system ATP-binding protein	None
K22278	Cna_MSK071	Cna_MSK071	1549	c_000000000007	None	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	None
K13890	Cna_MSK071	Cna_MSK071	1756	c_000000000009	None	glutathione transport system permease protein	None
K03498	Cna_MSK071	Cna_MSK071	1637	c_000000000008	None	trk/ktr system potassium uptake protein	None
K02012	Cna_MSK071	Cna_MSK071	1562	c_000000000008	None	iron(III) transport system substrate-binding protein	None
K13889	Cna_MSK071	Cna_MSK071	1759	c_000000000009	None	glutathione transport system substrate-binding protein	None
K03046	Cna_MSK071	Cna_MSK071	1768	c_000000000009	None	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	None
K02358	Cna_MSK071	Cna_MSK071	1760	c_000000000009	None	elongation factor Tu	None
K08884	Cna_MSK071	Cna_MSK071	1535	c_000000000007	None	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	None
K02601	Cna_MSK071	Cna_MSK071	1780	c_000000000009	None	transcription termination/antitermination protein NusG	None
K02952	Cna_MSK071	Cna_MSK071	1692	c_000000000009	None	small subunit ribosomal protein S13	None
K02946	Cna_MSK071	Cna_MSK071	1747	c_000000000009	None	small subunit ribosomal protein S10	None
K27085	Cna_MSK071	Cna_MSK071	1686	c_000000000009	None	ESX secretion system ATPase EccB	None
K01056	Cna_MSK071	Cna_MSK071	1652	c_000000000008	None	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	None
K01056	Cna_MSK071	Cna_MSK071	1639	c_000000000008	None	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	None
K27087	Cna_MSK071	Cna_MSK071	1684	c_000000000009	None	ESX secretion system protein EccD	None
K01726	Cna_MSK071	Cna_MSK071	1630	c_000000000008	None	gamma-carbonic anhydrase [EC:4.2.1.-]	None
K02950	Cna_MSK071	Cna_MSK071	1763	c_000000000009	None	small subunit ribosomal protein S12	None
K16925	Cna_MSK071	Cna_MSK071	1767	c_000000000009	None	energy-coupling factor transport system permease protein	None
K02011	Cna_MSK071	Cna_MSK071	1561	c_000000000008	None	iron(III) transport system permease protein	None
K03723	Cna_MSK071	Cna_MSK071	1659	c_000000000008	None	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]	None
K05346	Cna_MSK071	Cna_MSK071	1782	c_000000000009	None	deoxyribonucleoside regulator	None
K01874	Cna_MSK071	Cna_MSK071	1610	c_000000000008	None	methionyl-tRNA synthetase [EC:6.1.1.10]	None
K02986	Cna_MSK071	Cna_MSK071	1690	c_000000000009	None	small subunit ribosomal protein S4	None
K02992	Cna_MSK071	Cna_MSK071	1762	c_000000000009	None	small subunit ribosomal protein S7	None
K01082	Cna_MSK071	Cna_MSK071	1569	c_000000000008	None	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	None
K20074	Cna_MSK071	Cna_MSK071	1531	c_000000000007	None	PPM family protein phosphatase [EC:3.1.3.16]	None
K03652	Cna_MSK071	Cna_MSK071	1550	c_000000000007	None	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	None
K02982	Cna_MSK071	Cna_MSK071	1740	c_000000000009	None	small subunit ribosomal protein S3	None
K09009	Cna_MSK071	Cna_MSK071	1670	c_000000000008	None	uncharacterized protein	None
K03040	Cna_MSK071	Cna_MSK071	1689	c_000000000009	None	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	None
K00561	Cna_MSK071	Cna_MSK071	1674	c_000000000009	None	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	None
K00574	Cna_MSK071	Cna_MSK071	1698	c_000000000009	None	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	None
K01246	Cna_MSK071	Cna_MSK071	1604	c_000000000008	None	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	None
K02954	Cna_MSK071	Cna_MSK071	1587	c_000000000008	None	small subunit ribosomal protein S14	None
K03282	Cna_MSK071	Cna_MSK071	1597	c_000000000008	None	large conductance mechanosensitive channel	None
K13052	Cna_MSK071	Cna_MSK071	1669	c_000000000008	None	cell division protein DivIC	None
K03043	Cna_MSK071	Cna_MSK071	1769	c_000000000009	None	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	None
K01669	Cna_MSK071	Cna_MSK071	1774	c_000000000009	None	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	None
K03724	Cna_MSK071	Cna_MSK071	1570	c_000000000008	None	ATP-dependent helicase Lhr and Lhr-like helicase [EC:5.6.2.6 5.6.2.4]	None
K02837	Cna_MSK071	Cna_MSK071	1635	c_000000000008	None	peptide chain release factor 3	None
K02994	Cna_MSK071	Cna_MSK071	1706	c_000000000009	None	small subunit ribosomal protein S8	None
K07486	Cna_MSK071	Cna_MSK071	1553	c_000000000007	None	transposase	None
K12510	Cna_MSK071	Cna_MSK071	1791	c_000000000010	None	tight adherence protein B	None
K07653	Cna_MSK071	Cna_MSK071	1593	c_000000000008	None	two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]	None
K02878	Cna_MSK071	Cna_MSK071	1739	c_000000000009	None	large subunit ribosomal protein L16	None
K16164	Cna_MSK071	Cna_MSK071	1651	c_000000000008	None	acylpyruvate hydrolase [EC:3.7.1.5]	None
K08372	Cna_MSK071	Cna_MSK071	1594	c_000000000008	None	putative serine protease PepD [EC:3.4.21.-]	None
K02886	Cna_MSK071	Cna_MSK071	1743	c_000000000009	None	large subunit ribosomal protein L2	None
K02892	Cna_MSK071	Cna_MSK071	1744	c_000000000009	None	large subunit ribosomal protein L23	None
K02879	Cna_MSK071	Cna_MSK071	1688	c_000000000009	None	large subunit ribosomal protein L17	None
K01551	Cna_MSK071	Cna_MSK071	196	c_000000000001	None	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	None
K01551	Cna_MSK071	Cna_MSK071	1519	c_000000000007	None	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]	None
K12511	Cna_MSK071	Cna_MSK071	1792	c_000000000010	None	tight adherence protein C	None
K02931	Cna_MSK071	Cna_MSK071	1724	c_000000000009	None	large subunit ribosomal protein L5	None
K02528	Cna_MSK071	Cna_MSK071	1615	c_000000000008	None	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	None
K00459	Cna_MSK071	Cna_MSK071	1640	c_000000000008	None	nitronate monooxygenase [EC:1.13.12.16]	None
K02933	Cna_MSK071	Cna_MSK071	1705	c_000000000009	None	large subunit ribosomal protein L6	None
K07056	Cna_MSK071	Cna_MSK071	1608	c_000000000008	None	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	None
K13745	Cna_MSK071	Cna_MSK071	1716	c_000000000009	None	L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]	None
K02890	Cna_MSK071	Cna_MSK071	1741	c_000000000009	None	large subunit ribosomal protein L22	None
K03741	Cna_MSK071	Cna_MSK071	1521	c_000000000007	None	arsenate reductase (thioredoxin) [EC:1.20.4.4]	None
K03741	Cna_MSK071	Cna_MSK071	1515	c_000000000007	None	arsenate reductase (thioredoxin) [EC:1.20.4.4]	None
K01552	Cna_MSK071	Cna_MSK071	1766	c_000000000009	None	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	None
K02926	Cna_MSK071	Cna_MSK071	1745	c_000000000009	None	large subunit ribosomal protein L4	None
K01768	Cna_MSK071	Cna_MSK071	1802	c_000000000010	None	adenylate cyclase [EC:4.6.1.1]	None
K00847	Cna_MSK071	Cna_MSK071	1730	c_000000000009	None	fructokinase [EC:2.7.1.4]	None
K07669	Cna_MSK071	Cna_MSK071	1592	c_000000000008	None	two-component system, OmpR family, response regulator MprA	None
K07084	Cna_MSK071	Cna_MSK071	1574	c_000000000008	None	putative amino acid transporter	None
K02881	Cna_MSK071	Cna_MSK071	1704	c_000000000009	None	large subunit ribosomal protein L18	None
K02895	Cna_MSK071	Cna_MSK071	1725	c_000000000009	None	large subunit ribosomal protein L24	None
K06173	Cna_MSK071	Cna_MSK071	1687	c_000000000009	None	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	None
K03168	Cna_MSK071	Cna_MSK071	1799	c_000000000010	None	DNA topoisomerase I [EC:5.6.2.1]	None
K02935	Cna_MSK071	Cna_MSK071	1772	c_000000000009	None	large subunit ribosomal protein L7/L12	None
K02909	Cna_MSK071	Cna_MSK071	1590	c_000000000008	None	large subunit ribosomal protein L31	None
K03424	Cna_MSK071	Cna_MSK071	1613	c_000000000008	None	TatD DNase family protein [EC:3.1.21.-]	None
K03975	Cna_MSK071	Cna_MSK071	1542	c_000000000007	None	membrane-associated protein	None
K03975	Cna_MSK071	Cna_MSK071	1798	c_000000000010	None	membrane-associated protein	None
K01193	Cna_MSK071	Cna_MSK071	1729	c_000000000009	None	beta-fructofuranosidase [EC:3.2.1.26]	None
K03790	Cna_MSK071	Cna_MSK071	1602	c_000000000008	None	[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	None
K02897	Cna_MSK071	Cna_MSK071	1653	c_000000000008	None	large subunit ribosomal protein L25	None
K06975	Cna_MSK071	Cna_MSK071	277	c_000000000001	None	uncharacterized protein	None
K14949	Cna_MSK071	Cna_MSK071	147	c_000000000001	None	serine/threonine-protein kinase PknG [EC:2.7.11.1]	None
K02871	Cna_MSK071	Cna_MSK071	298	c_000000000002	None	large subunit ribosomal protein L13	None
K02440	Cna_MSK071	Cna_MSK071	35	c_000000000001	None	glycerol uptake facilitator	None
K03575	Cna_MSK071	Cna_MSK071	212	c_000000000001	None	A/G-specific adenine glycosylase [EC:3.2.2.31]	None
K08224	Cna_MSK071	Cna_MSK071	16	c_000000000001	None	MFS transporter, YNFM family, putative membrane transport protein	None
K07304	Cna_MSK071	Cna_MSK071	19	c_000000000001	None	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	None
K07259	Cna_MSK071	Cna_MSK071	181	c_000000000001	None	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	None
K02484	Cna_MSK071	Cna_MSK071	237	c_000000000001	None	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	None
K27360	Cna_MSK071	Cna_MSK071	63	c_000000000001	None	phospholipase A/thioesterase [EC:3.1.1.-]	None
K00697	Cna_MSK071	Cna_MSK071	230	c_000000000001	None	trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]	None
K03439	Cna_MSK071	Cna_MSK071	72	c_000000000001	None	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	None
K01372	Cna_MSK071	Cna_MSK071	194	c_000000000001	None	bleomycin hydrolase [EC:3.4.22.40]	None
K01372	Cna_MSK071	Cna_MSK071	195	c_000000000001	None	bleomycin hydrolase [EC:3.4.22.40]	None
K03798	Cna_MSK071	Cna_MSK071	184	c_000000000001	None	cell division protease FtsH [EC:3.4.24.-]	None
K02040	Cna_MSK071	Cna_MSK071	268	c_000000000001	None	phosphate transport system substrate-binding protein	None
K01207	Cna_MSK071	Cna_MSK071	82	c_000000000001	None	beta-N-acetylhexosaminidase [EC:3.2.1.52]	None
K00864	Cna_MSK071	Cna_MSK071	36	c_000000000001	None	glycerol kinase [EC:2.7.1.30]	None
K01005	Cna_MSK071	Cna_MSK071	24	c_000000000001	None	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	None
K23980	Cna_MSK071	Cna_MSK071	168	c_000000000001	None	cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]	None
K00156	Cna_MSK071	Cna_MSK071	235	c_000000000001	None	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	None
K18888	Cna_MSK071	Cna_MSK071	99	c_000000000001	None	ATP-binding cassette, subfamily B, multidrug efflux pump	None
K01507	Cna_MSK071	Cna_MSK071	180	c_000000000001	None	inorganic pyrophosphatase [EC:3.6.1.1]	None
K14136	Cna_MSK071	Cna_MSK071	45	c_000000000001	None	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	None
K21600	Cna_MSK071	Cna_MSK071	275	c_000000000001	None	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	None
K03312	Cna_MSK071	Cna_MSK071	126	c_000000000001	None	glutamate:Na+ symporter, ESS family	None
K27307	Cna_MSK071	Cna_MSK071	78	c_000000000001	None	acetyltransferase [EC:2.3.1.-]	None
K20468	Cna_MSK071	Cna_MSK071	69	c_000000000001	None	putative heme transporter	None
K01883	Cna_MSK071	Cna_MSK071	220	c_000000000001	None	cysteinyl-tRNA synthetase [EC:6.1.1.16]	None
K01673	Cna_MSK071	Cna_MSK071	213	c_000000000001	None	carbonic anhydrase [EC:4.2.1.1]	None
K06860	Cna_MSK071	Cna_MSK071	71	c_000000000001	None	putative heme uptake system protein	None
K05570	Cna_MSK071	Cna_MSK071	162	c_000000000001	None	multicomponent Na+:H+ antiporter subunit F	None
K06131	Cna_MSK071	Cna_MSK071	153	c_000000000001	None	cardiolipin synthase A/B [EC:2.7.8.-]	None
K07004	Cna_MSK071	Cna_MSK071	244	c_000000000001	None	uncharacterized protein	None
K05571	Cna_MSK071	Cna_MSK071	161	c_000000000001	None	multicomponent Na+:H+ antiporter subunit G	None
K05567	Cna_MSK071	Cna_MSK071	616	c_000000000003	None	multicomponent Na+:H+ antiporter subunit C	None
K05567	Cna_MSK071	Cna_MSK071	165	c_000000000001	None	multicomponent Na+:H+ antiporter subunit C	None
K02036	Cna_MSK071	Cna_MSK071	271	c_000000000001	None	phosphate transport system ATP-binding protein [EC:7.3.2.1]	None
K27842	Cna_MSK071	Cna_MSK071	44	c_000000000001	None	decaprenylphosphoryl-5-phosphoribose phosphatase [EC:3.1.3.111]	None
K04043	Cna_MSK071	Cna_MSK071	117	c_000000000001	None	molecular chaperone DnaK	None
K02037	Cna_MSK071	Cna_MSK071	269	c_000000000001	None	phosphate transport system permease protein	None
K04485	Cna_MSK071	Cna_MSK071	215	c_000000000001	None	DNA repair protein RadA/Sms	None
K05566	Cna_MSK071	Cna_MSK071	166	c_000000000001	None	multicomponent Na+:H+ antiporter subunit B	None
K14260	Cna_MSK071	Cna_MSK071	88	c_000000000001	None	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]	None
K16648	Cna_MSK071	Cna_MSK071	79	c_000000000001	None	arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]	None
K00016	Cna_MSK071	Cna_MSK071	21	c_000000000001	None	L-lactate dehydrogenase [EC:1.1.1.27]	None
K13687	Cna_MSK071	Cna_MSK071	46	c_000000000001	None	arabinofuranosyltransferase [EC:2.4.2.-]	None
K03696	Cna_MSK071	Cna_MSK071	209	c_000000000001	None	ATP-dependent Clp protease ATP-binding subunit ClpC	None
K05540	Cna_MSK071	Cna_MSK071	273	c_000000000001	None	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	None
K02039	Cna_MSK071	Cna_MSK071	272	c_000000000001	None	phosphate transport system protein	None
K01875	Cna_MSK071	Cna_MSK071	32	c_000000000001	None	seryl-tRNA synthetase [EC:6.1.1.11]	None
K02038	Cna_MSK071	Cna_MSK071	270	c_000000000001	None	phosphate transport system permease protein	None
K06048	Cna_MSK071	Cna_MSK071	159	c_000000000001	None	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	None
K27086	Cna_MSK071	Cna_MSK071	294	c_000000000002	None	ESX secretion system protein EccC	None
K05569	Cna_MSK071	Cna_MSK071	618	c_000000000003	None	multicomponent Na+:H+ antiporter subunit E	None
K05569	Cna_MSK071	Cna_MSK071	163	c_000000000001	None	multicomponent Na+:H+ antiporter subunit E	None
K03695	Cna_MSK071	Cna_MSK071	128	c_000000000001	None	ATP-dependent Clp protease ATP-binding subunit ClpB	None
K02996	Cna_MSK071	Cna_MSK071	299	c_000000000002	None	small subunit ribosomal protein S9	None
K11068	Cna_MSK071	Cna_MSK071	252	c_000000000001	None	hemolysin III	None
K20470	Cna_MSK071	Cna_MSK071	70	c_000000000001	None	trehalose monomycolate/heme transporter	None
K04075	Cna_MSK071	Cna_MSK071	182	c_000000000001	None	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	None
K18887	Cna_MSK071	Cna_MSK071	100	c_000000000001	None	ATP-binding cassette, subfamily B, multidrug efflux pump	None
K01087	Cna_MSK071	Cna_MSK071	228	c_000000000001	None	trehalose 6-phosphate phosphatase [EC:3.1.3.12]	None
K22476	Cna_MSK071	Cna_MSK071	155	c_000000000001	None	N-acetylglutamate synthase [EC:2.3.1.1]	None
K18926	Cna_MSK071	Cna_MSK071	207	c_000000000001	None	MFS transporter, DHA2 family, lincomycin resistance protein	None
K13640	Cna_MSK071	Cna_MSK071	120	c_000000000001	None	MerR family transcriptional regulator, heat shock protein HspR	None
K00760	Cna_MSK071	Cna_MSK071	183	c_000000000001	None	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]	None
K01126	Cna_MSK071	Cna_MSK071	22	c_000000000001	None	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	None
K02348	Cna_MSK071	Cna_MSK071	143	c_000000000001	None	ElaA protein	None
K01494	Cna_MSK071	Cna_MSK071	85	c_000000000001	None	dCTP deaminase [EC:3.5.4.13]	None
