Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cmq_MSK144,Cha_CTNIH20,38,[35.6 - 40.5%],0.1064,1.61,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cmq_MSK144,Cha_CTNIH21,38.4,[35.9 - 40.9%],0.1049,1.8,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cmq_MSK144,Cha_CTNIH22,37.9,[35.5 - 40.5%],0.1067,1.58,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Cha_CTNIH23,38.7,[36.3 - 41.3%],0.1038,1.95,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cmq_MSK144,Cke_CTNIH24,35.7,[33.2 - 38.2%],0.1155,0.81,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cmq_MSK144,Cke_CTNIH27,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cmq_MSK144,Cke_EYE_437,35.9,[33.4 - 38.4%],0.1146,0.86,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cmq_MSK144,Cke_FDAARGOS_1055,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cmq_MSK144,Cke_LK1134,36,[33.5 - 38.5%],0.1142,0.89,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cmq_MSK144,Cke_YSMAA5_1_D11,35.7,[33.3 - 38.2%],0.1153,0.82,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cmq_MSK144,Cmq_c19Ua_121,72.6,[69.6 - 75.5%],0.0325,82.63,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Cmq_KPL4083,71.7,[68.7 - 74.5%],0.0338,81.15,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cmq_MSK144,Cmq_MSK144,100,[100 - NaN%],0,98.3,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cmq_MSK144,Cna_KPL2825,35.6,[33.2 - 38.1%],0.1157,0.8,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> KPL2825
Cmq_MSK144,Cna_KPL3649,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> KPL3649
Cmq_MSK144,Cna_KPL3804,35.6,[33.2 - 38.1%],0.1157,0.79,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Cna_KPL4035,35.8,[33.4 - 38.4%],0.1147,0.86,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> KPL4035
Cmq_MSK144,Cna_KPL4072,35.5,[33 - 38%],0.1162,0.77,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> KPL4072
Cmq_MSK144,Cna_MSK071,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> MSK071
Cmq_MSK144,Cna_MSK185,35.8,[33.4 - 38.3%],0.1148,0.85,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> MSK185
Cmq_MSK144,Cna_MSK194,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#8200E7;'>Cna</span> MSK194
Cmq_MSK144,Ctu_DSM_44922,55.1,[52.4 - 57.9%],0.0606,35.49,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Ctu_KPL3807,54.5,[51.8 - 57.2%],0.0619,33.34,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cmq_MSK144,Ctu_MSK207,54.8,[52 - 57.4%],0.0614,34.11,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#002BFF;'>Ctu</span> MSK207
Cmq_MSK144,Ctu_SK141,53.9,[51.2 - 56.6%],0.063,31.36,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#002BFF;'>Ctu</span> SK141
Cmq_MSK144,Cyo_c21Ua_68,36.1,[33.7 - 38.6%],0.1136,0.93,<span style='color:#39D9E5;'>Cmq</span> MSK144,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cmq_MSK144,Cyo_KPL2619,36.2,[33.7 - 38.7%],0.1135,0.94,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cmq_MSK144,Cyo_MSK136,36,[33.6 - 38.6%],0.1139,0.91,<span style='color:#39D9E5;'>Cmq</span> MSK144,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_KPL2825,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1343,0.19,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Ccu_CTNIH19,31.4,[29 - 33.9%],0.1346,0.19,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_KPL2825,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_KPL2825,Cha_CTNIH21,32.7,[30.3 - 35.2%],0.1284,0.3,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_KPL2825,Cha_CTNIH22,33.2,[30.8 - 35.7%],0.126,0.36,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Cha_CTNIH23,32.6,[30.2 - 35.1%],0.1289,0.29,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_KPL2825,Cke_CTNIH24,80,[77.1 - 82.7%],0.0233,90.6,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_KPL2825,Cke_CTNIH27,85,[82.3 - 87.4%],0.0176,93.75,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_KPL2825,Cke_EYE_437,83.5,[80.7 - 86%],0.0193,92.91,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_KPL2825,Cke_FDAARGOS_1055,88.1,[85.6 - 90.2%],0.0142,95.09,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_KPL2825,Cke_LK1134,84.9,[82.2 - 87.3%],0.0177,93.67,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_KPL2825,Cke_YSMAA5_1_D11,84,[81.2 - 86.4%],0.0188,93.19,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_KPL2825,Cmq_c19Ua_121,35.8,[33.4 - 38.3%],0.1149,0.84,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Cmq_KPL4083,36.3,[33.9 - 38.9%],0.1127,1,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_KPL2825,Cmq_MSK144,35.6,[33.2 - 38.1%],0.1157,0.8,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_KPL2825,Cna_KPL2825,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_KPL2825,Cna_KPL3649,84.5,[81.8 - 86.9%],0.0182,93.47,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_KPL2825,Cna_KPL3804,83.8,[81 - 86.2%],0.019,93.08,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Cna_KPL4035,77.6,[74.6 - 80.3%],0.0263,88.5,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_KPL2825,Cna_KPL4072,82.4,[79.5 - 84.9%],0.0206,92.25,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_KPL2825,Cna_MSK071,84.5,[81.7 - 86.9%],0.0182,93.45,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_KPL2825,Cna_MSK185,83.1,[80.3 - 85.6%],0.0198,92.68,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_KPL2825,Cna_MSK194,83.7,[80.9 - 86.2%],0.0191,93.05,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_KPL2825,Ctu_DSM_44922,36.1,[33.6 - 38.6%],0.1138,0.92,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Ctu_KPL3807,35.1,[32.7 - 37.7%],0.1176,0.69,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_KPL2825,Ctu_MSK207,35.2,[32.7 - 37.7%],0.1174,0.7,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_KPL2825,Ctu_SK141,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_KPL2825,Cyo_c21Ua_68,40.5,[38 - 43%],0.0977,3.08,<span style='color:#8200E7;'>Cna</span> KPL2825,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL2825,Cyo_KPL2619,40.5,[38 - 43%],0.0979,3.05,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_KPL2825,Cyo_MSK136,40.6,[38.2 - 43.2%],0.0973,3.19,<span style='color:#8200E7;'>Cna</span> KPL2825,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_KPL3649,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1344,0.19,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1344,0.19,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_KPL3649,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_KPL3649,Cha_CTNIH21,32.6,[30.2 - 35.1%],0.1288,0.29,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_KPL3649,Cha_CTNIH22,33,[30.6 - 35.5%],0.1271,0.33,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Cha_CTNIH23,32.5,[30.1 - 35.1%],0.1291,0.28,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_KPL3649,Cke_CTNIH24,79.7,[76.8 - 82.4%],0.0237,90.39,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_KPL3649,Cke_CTNIH27,85.6,[82.9 - 87.9%],0.0169,94.03,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_KPL3649,Cke_EYE_437,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_KPL3649,Cke_FDAARGOS_1055,84.3,[81.5 - 86.7%],0.0184,93.37,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_KPL3649,Cke_LK1134,81.7,[78.9 - 84.3%],0.0213,91.83,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_KPL3649,Cke_YSMAA5_1_D11,85.8,[83.2 - 88.1%],0.0167,94.13,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_KPL3649,Cmq_c19Ua_121,35.7,[33.3 - 38.2%],0.1153,0.82,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Cmq_KPL4083,36.5,[34.1 - 39%],0.1121,1.04,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_KPL3649,Cmq_MSK144,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_KPL3649,Cna_KPL2825,84.5,[81.8 - 86.9%],0.0182,93.47,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_KPL3649,Cna_KPL3649,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_KPL3649,Cna_KPL3804,85.9,[83.3 - 88.2%],0.0166,94.19,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Cna_KPL4035,77.3,[74.3 - 80.1%],0.0266,88.25,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_KPL3649,Cna_KPL4072,80.5,[77.6 - 83.2%],0.0227,91,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_KPL3649,Cna_MSK071,99.8,[99.6 - 99.9%],5e-4,98.24,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_KPL3649,Cna_MSK185,80.9,[78 - 83.5%],0.0223,91.23,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_KPL3649,Cna_MSK194,85.9,[83.3 - 88.2%],0.0166,94.18,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_KPL3649,Ctu_DSM_44922,36.3,[33.9 - 38.8%],0.1129,0.99,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Ctu_KPL3807,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_KPL3649,Ctu_MSK207,35.4,[33 - 37.9%],0.1165,0.75,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_KPL3649,Ctu_SK141,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_KPL3649,Cyo_c21Ua_68,40.4,[37.9 - 42.9%],0.0982,2.98,<span style='color:#8200E7;'>Cna</span> KPL3649,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3649,Cyo_KPL2619,40.3,[37.8 - 42.8%],0.0986,2.9,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_KPL3649,Cyo_MSK136,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#8200E7;'>Cna</span> KPL3649,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_KPL3804,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1338,0.2,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1338,0.2,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_KPL3804,Cha_CTNIH20,32.7,[30.3 - 35.2%],0.1285,0.3,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_KPL3804,Cha_CTNIH21,32.8,[30.4 - 35.3%],0.128,0.31,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_KPL3804,Cha_CTNIH22,33,[30.6 - 35.6%],0.1268,0.34,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Cha_CTNIH23,32.6,[30.2 - 35.2%],0.1287,0.3,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_KPL3804,Cke_CTNIH24,80.4,[77.5 - 83%],0.0229,90.88,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_KPL3804,Cke_CTNIH27,80.7,[77.8 - 83.3%],0.0225,91.13,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_KPL3804,Cke_EYE_437,80.9,[78 - 83.5%],0.0223,91.23,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_KPL3804,Cke_FDAARGOS_1055,83.2,[80.4 - 85.7%],0.0197,92.73,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_KPL3804,Cke_LK1134,80.7,[77.8 - 83.3%],0.0225,91.14,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_KPL3804,Cke_YSMAA5_1_D11,99.6,[99.4 - 99.8%],8e-4,98.2,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_KPL3804,Cmq_c19Ua_121,35.7,[33.3 - 38.2%],0.1153,0.82,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Cmq_KPL4083,36.3,[33.9 - 38.9%],0.1127,0.99,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_KPL3804,Cmq_MSK144,35.6,[33.2 - 38.1%],0.1157,0.79,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_KPL3804,Cna_KPL2825,83.8,[81 - 86.2%],0.019,93.08,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_KPL3804,Cna_KPL3649,85.9,[83.3 - 88.2%],0.0166,94.19,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_KPL3804,Cna_KPL3804,100,[100 - NaN%],0,98.3,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Cna_KPL4035,78.6,[75.7 - 81.3%],0.025,89.45,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_KPL3804,Cna_KPL4072,81.4,[78.5 - 83.9%],0.0218,91.58,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_KPL3804,Cna_MSK071,85.8,[83.1 - 88.1%],0.0168,94.11,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK071
Cna_KPL3804,Cna_MSK185,80,[77.1 - 82.7%],0.0233,90.6,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK185
Cna_KPL3804,Cna_MSK194,99.9,[99.8 - 100%],2e-4,98.27,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK194
Cna_KPL3804,Ctu_DSM_44922,36.3,[33.8 - 38.8%],0.113,0.97,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Ctu_KPL3807,35.2,[32.8 - 37.7%],0.1172,0.71,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_KPL3804,Ctu_MSK207,35.5,[33.1 - 38.1%],0.1159,0.78,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_KPL3804,Ctu_SK141,36.5,[34 - 39%],0.1122,1.04,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> SK141
Cna_KPL3804,Cyo_c21Ua_68,40.2,[37.7 - 42.7%],0.0989,2.82,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL3804,Cyo_KPL2619,39.9,[37.5 - 42.5%],0.0996,2.68,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_KPL3804,Cyo_MSK136,40.1,[37.6 - 42.6%],0.0991,2.79,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_KPL4035,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1341,0.19,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Ccu_CTNIH19,31.5,[29.1 - 34.1%],0.134,0.2,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_KPL4035,Cha_CTNIH20,32.3,[29.9 - 34.8%],0.1303,0.26,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_KPL4035,Cha_CTNIH21,32.4,[30 - 34.9%],0.1298,0.27,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_KPL4035,Cha_CTNIH22,32.8,[30.3 - 35.3%],0.1282,0.31,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Cha_CTNIH23,32.4,[30 - 34.9%],0.1298,0.27,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_KPL4035,Cke_CTNIH24,84.8,[82 - 87.2%],0.0179,93.61,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_KPL4035,Cke_CTNIH27,78.3,[75.3 - 81%],0.0254,89.14,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> CTNIH27
